Service Year,OMH Region Code,OMH Region Label,County Label,Age Group,Rate Code Group,Medicaid Enrollee Count by County,Count of Recipients by Rate Code Group and County,Units Total,Paid Claim Total
2014,2,Central NY,Herkimer,Adult,MH Emergency,8457,263,433,71657
2014,2,Central NY,Herkimer,Adult,OMH Licensed Clinic Treatment,8457,830,6076,729888
2014,2,Central NY,Herkimer,Adult,OMH Prepaid Mental Health Plan,8457,120,1152,1064474
2014,2,Central NY,Herkimer,Adult,Personalized Recovery Oriented Services,8457,0,0,0
2014,2,Central NY,Herkimer,Adult,Psych Inpatient 28,8457,149,1270,720988
2014,2,Central NY,Herkimer,Adult,Psych Inpatient 31,8457,0,0,0
2014,2,Central NY,Herkimer,Adult,"Targeted Case Management (ICM, BCM, SCM)",8457,0,0,0
2014,2,Central NY,Herkimer,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",6521,0,0,0
2014,2,Central NY,Herkimer,Child,Home and Community Based Services Waiver (HCBS),6521,0,0,0
2014,2,Central NY,Herkimer,Child,MH Emergency,6521,94,126,34118
2014,2,Central NY,Herkimer,Child,OMH Children's Day Treatment,6521,0,0,0
2014,2,Central NY,Herkimer,Child,OMH Licensed Clinic Treatment,6521,540,3256,408838
2014,2,Central NY,Herkimer,Child,Psych Inpatient 28,6521,0,0,0
2014,2,Central NY,Herkimer,Child,Psych Inpatient 31,6521,0,0,0
2014,2,Central NY,Herkimer,Child,Psych Inpatient SPC,6521,0,0,0
2014,2,Central NY,Herkimer,Child,"Targeted Case Management (ICM, BCM, SCM)",6521,0,0,0
2014,2,Central NY,Herkimer,Senior,Community Residence,1932,0,0,0
2014,2,Central NY,Herkimer,Senior,MH Emergency,1932,20,28,1839
2014,2,Central NY,Herkimer,Senior,OMH Licensed Clinic Treatment,1932,38,232,26408
2014,2,Central NY,Herkimer,Senior,OMH Prepaid Mental Health Plan,1932,26,254,234398
2014,2,Central NY,Herkimer,Senior,Psych Inpatient 28,1932,0,0,0
2014,2,Central NY,Herkimer,Senior,"Targeted Case Management (ICM, BCM, SCM)",1932,0,0,0
2014,2,Central NY,Jefferson,Adult,Community Residence,13121,75,571,1224285
2014,2,Central NY,Jefferson,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",13121,0,0,0
2014,2,Central NY,Jefferson,Adult,MH Emergency,13121,466,698,81662
2014,2,Central NY,Jefferson,Adult,OMH Licensed Clinic Treatment,13121,1442,8657,854900
2014,2,Central NY,Jefferson,Adult,OMH Prepaid Mental Health Plan,13121,0,0,0
2014,2,Central NY,Jefferson,Adult,Personalized Recovery Oriented Services,13121,0,0,0
2014,2,Central NY,Jefferson,Adult,Psych Inpatient 28,13121,262,2488,1527427
2014,2,Central NY,Jefferson,Child,Community Residence,9893,21,138,758755
2014,2,Central NY,Jefferson,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",9893,0,0,0
2014,2,Central NY,Jefferson,Child,Home and Community Based Services Waiver (HCBS),9893,27,191,531031
2014,2,Central NY,Jefferson,Child,MH Emergency,9893,168,219,31303
2014,2,Central NY,Jefferson,Child,OMH Children's Day Treatment,9893,0,0,0
2014,2,Central NY,Jefferson,Child,OMH Licensed Clinic Treatment,9893,499,3602,395823
2014,2,Central NY,Jefferson,Child,Psych Inpatient 28,9893,29,173,115814
2014,2,Central NY,Jefferson,Child,Psych Inpatient 31,9893,0,0,0
2014,2,Central NY,Jefferson,Child,Psych Inpatient SPC,9893,26,758,1189064
2014,2,Central NY,Jefferson,Child,Residential Treatment Facility,9893,0,0,0
2014,2,Central NY,Jefferson,Child,"Targeted Case Management (ICM, BCM, SCM)",9893,66,412,241112
2014,2,Central NY,Jefferson,Senior,Community Residence,2362,0,0,0
2014,2,Central NY,Jefferson,Senior,MH Emergency,2362,0,0,0
2014,2,Central NY,Jefferson,Senior,OMH Licensed Clinic Treatment,2362,42,181,8951
2014,2,Central NY,Jefferson,Senior,OMH Prepaid Mental Health Plan,2362,0,0,0
2014,2,Central NY,Jefferson,Senior,Psych Inpatient 28,2362,0,0,0
2014,2,Central NY,Jefferson,Senior,Psych Inpatient SPC,2362,0,0,0
2014,2,Central NY,Lewis,Adult,Community Residence,2945,0,0,0
2014,2,Central NY,Lewis,Adult,MH Emergency,2945,85,103,15883
2014,2,Central NY,Lewis,Adult,OMH Licensed Clinic Treatment,2945,400,3047,326735
2014,2,Central NY,Lewis,Adult,Psych Inpatient 28,2945,39,319,199740
2014,2,Central NY,Lewis,Child,Community Residence,2380,0,0,0
2014,2,Central NY,Lewis,Child,Home and Community Based Services Waiver (HCBS),2380,0,0,0
2014,2,Central NY,Lewis,Child,MH Emergency,2380,50,79,16108
2014,2,Central NY,Lewis,Child,OMH Children's Day Treatment,2380,0,0,0
2014,2,Central NY,Lewis,Child,OMH Licensed Clinic Treatment,2380,219,1952,209089
2014,2,Central NY,Lewis,Child,Psych Inpatient 28,2380,0,0,0
2014,2,Central NY,Lewis,Child,Psych Inpatient 31,2380,0,0,0
2014,2,Central NY,Lewis,Child,Psych Inpatient SPC,2380,0,0,0
2014,2,Central NY,Lewis,Child,"Targeted Case Management (ICM, BCM, SCM)",2380,0,0,0
2014,2,Central NY,Lewis,Senior,MH Emergency,699,0,0,0
2014,2,Central NY,Lewis,Senior,OMH Licensed Clinic Treatment,699,0,0,0
2014,2,Central NY,Lewis,Senior,Psych Inpatient 28,699,0,0,0
2014,2,Central NY,Madison,Adult,Assertive Community Treatment,6603,0,0,0
2014,2,Central NY,Madison,Adult,Community Residence,6603,25,153,362278
2014,2,Central NY,Madison,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",6603,36,47,41547
2014,2,Central NY,Madison,Adult,MH Emergency,6603,226,432,98278
2014,2,Central NY,Madison,Adult,OMH Licensed Clinic Treatment,6603,1011,11037,1474698
2014,2,Central NY,Madison,Adult,OMH Prepaid Mental Health Plan,6603,0,0,0
2014,2,Central NY,Madison,Adult,Partial Hospitalization,6603,0,0,0
2014,2,Central NY,Madison,Adult,Personalized Recovery Oriented Services,6603,69,470,425253
2014,2,Central NY,Madison,Adult,Psych Inpatient 28,6603,93,1235,620708
2014,2,Central NY,Madison,Adult,"Targeted Case Management (ICM, BCM, SCM)",6603,0,0,0
2014,2,Central NY,Madison,Child,Community Residence,5396,0,0,0
2014,2,Central NY,Madison,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",5396,21,25,20083
2014,2,Central NY,Madison,Child,Home and Community Based Services Waiver (HCBS),5396,0,0,0
2014,2,Central NY,Madison,Child,MH Emergency,5396,73,116,46273
2014,2,Central NY,Madison,Child,OMH Children's Day Treatment,5396,0,0,0
2014,2,Central NY,Madison,Child,OMH Licensed Clinic Treatment,5396,549,5834,840015
2014,2,Central NY,Madison,Child,Partial Hospitalization,5396,0,0,0
2014,2,Central NY,Madison,Child,Psych Inpatient 28,5396,0,0,0
2014,2,Central NY,Madison,Child,Psych Inpatient 31,5396,0,0,0
2014,2,Central NY,Madison,Child,Psych Inpatient SPC,5396,0,0,0
2014,2,Central NY,Madison,Child,Residential Treatment Facility,5396,0,0,0
2014,2,Central NY,Madison,Child,"Targeted Case Management (ICM, BCM, SCM)",5396,23,25,11555
2014,2,Central NY,Madison,Senior,MH Emergency,1175,0,0,0
2014,2,Central NY,Madison,Senior,OMH Licensed Clinic Treatment,1175,0,0,0
2014,2,Central NY,Madison,Senior,OMH Prepaid Mental Health Plan,1175,0,0,0
2014,2,Central NY,Madison,Senior,Personalized Recovery Oriented Services,1175,0,0,0
2014,2,Central NY,Madison,Senior,Psych Inpatient 28,1175,0,0,0
2014,2,Central NY,Montgomery,Adult,Community Residence,7488,55,431,980512
2014,2,Central NY,Montgomery,Adult,Continuing Day Treatment,7488,0,0,0
2014,2,Central NY,Montgomery,Adult,MH Emergency,7488,265,435,74726
2014,2,Central NY,Montgomery,Adult,OMH Licensed Clinic Treatment,7488,1234,10668,949828
2014,2,Central NY,Montgomery,Adult,OMH Prepaid Mental Health Plan,7488,0,0,0
2014,2,Central NY,Montgomery,Adult,Partial Hospitalization,7488,0,0,0
2014,2,Central NY,Montgomery,Adult,Personalized Recovery Oriented Services,7488,151,947,822813
2014,2,Central NY,Montgomery,Adult,Psych Inpatient 28,7488,147,1565,759490
2014,2,Central NY,Montgomery,Adult,Psych Inpatient 31,7488,0,0,0
2014,2,Central NY,Montgomery,Child,Community Residence,6146,0,0,0
2014,2,Central NY,Montgomery,Child,Home and Community Based Services Waiver (HCBS),6146,0,0,0
2014,2,Central NY,Montgomery,Child,MH Emergency,6146,161,250,60156
2014,2,Central NY,Montgomery,Child,OMH Children's Day Treatment,6146,0,0,0
2014,2,Central NY,Montgomery,Child,OMH Licensed Clinic Treatment,6146,820,7569,795763
2014,2,Central NY,Montgomery,Child,Psych Inpatient 28,6146,28,182,123940
2014,2,Central NY,Montgomery,Child,Psych Inpatient 31,6146,36,677,572431
2014,2,Central NY,Montgomery,Child,Psych Inpatient SPC,6146,0,0,0
2014,2,Central NY,Montgomery,Child,Residential Treatment Facility,6146,0,0,0
2014,2,Central NY,Montgomery,Child,"Targeted Case Management (ICM, BCM, SCM)",6146,43,283,148647
2014,2,Central NY,Montgomery,Senior,Community Residence,1385,0,0,0
2014,2,Central NY,Montgomery,Senior,MH Emergency,1385,0,0,0
2014,2,Central NY,Montgomery,Senior,OMH Licensed Clinic Treatment,1385,66,396,15517
2014,2,Central NY,Montgomery,Senior,OMH Prepaid Mental Health Plan,1385,0,0,0
2014,2,Central NY,Montgomery,Senior,Personalized Recovery Oriented Services,1385,0,0,0
2014,2,Central NY,Montgomery,Senior,Psych Inpatient 28,1385,0,0,0
2014,2,Central NY,Oneida,Adult,Assertive Community Treatment,34145,209,1287,1657829
2014,2,Central NY,Oneida,Adult,Community Residence,34145,136,909,2498904
2014,2,Central NY,Oneida,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",34145,0,0,0
2014,2,Central NY,Oneida,Adult,Continuing Day Treatment,34145,34,1597,51704
2014,2,Central NY,Oneida,Adult,MH Emergency,34145,1210,2052,372627
2014,2,Central NY,Oneida,Adult,OMH Licensed Clinic Treatment,34145,4371,37419,3854591
2014,2,Central NY,Oneida,Adult,OMH Prepaid Mental Health Plan,34145,470,4549,4206638
2014,2,Central NY,Oneida,Adult,Partial Hospitalization,34145,0,0,0
2014,2,Central NY,Oneida,Adult,Personalized Recovery Oriented Services,34145,0,0,0
2014,2,Central NY,Oneida,Adult,Psych Inpatient 28,34145,606,5442,2961689
2014,2,Central NY,Oneida,Adult,Psych Inpatient 31,34145,0,0,0
2014,2,Central NY,Oneida,Adult,"Targeted Case Management (ICM, BCM, SCM)",34145,75,505,508730
2014,2,Central NY,Oneida,Child,Community Residence,28033,0,0,0
2014,2,Central NY,Oneida,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",28033,0,0,0
2014,2,Central NY,Oneida,Child,MH Emergency,28033,344,518,114038
2014,2,Central NY,Oneida,Child,OMH Licensed Clinic Treatment,28033,2216,18842,1965853
2014,2,Central NY,Oneida,Child,Psych Inpatient 28,28033,51,370,253187
2014,2,Central NY,Oneida,Child,Psych Inpatient 31,28033,0,0,0
2014,2,Central NY,Oneida,Child,Psych Inpatient SPC,28033,35,564,907057
2014,2,Central NY,Oneida,Child,Residential Treatment Facility,28033,0,0,0
2014,2,Central NY,Oneida,Child,"Targeted Case Management (ICM, BCM, SCM)",28033,49,356,258166
2014,2,Central NY,Oneida,Senior,Assertive Community Treatment,5903,0,0,0
2014,2,Central NY,Oneida,Senior,Community Residence,5903,0,0,0
2014,2,Central NY,Oneida,Senior,Continuing Day Treatment,5903,0,0,0
2014,2,Central NY,Oneida,Senior,MH Emergency,5903,55,86,2252
2014,2,Central NY,Oneida,Senior,OMH Licensed Clinic Treatment,5903,134,726,50283
2014,2,Central NY,Oneida,Senior,OMH Prepaid Mental Health Plan,5903,120,1274,1177588
2014,2,Central NY,Oneida,Senior,Psych Inpatient 28,5903,44,594,98963
2014,2,Central NY,Oneida,Senior,"Targeted Case Management (ICM, BCM, SCM)",5903,0,0,0
2014,2,Central NY,Onondaga,Adult,Assertive Community Treatment,59683,66,518,732148
2014,2,Central NY,Onondaga,Adult,Community Residence,59683,216,1684,4820911
2014,2,Central NY,Onondaga,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",59683,1052,2077,1571330
2014,2,Central NY,Onondaga,Adult,Continuing Day Treatment,59683,0,0,0
2014,2,Central NY,Onondaga,Adult,Intensive Psychiatric Rehabilitation Treatment,59683,0,0,0
2014,2,Central NY,Onondaga,Adult,MH Emergency,59683,2109,4366,1346442
2014,2,Central NY,Onondaga,Adult,OMH Licensed Clinic Treatment,59683,4802,55015,6065609
2014,2,Central NY,Onondaga,Adult,OMH Prepaid Mental Health Plan,59683,879,8962,8284194
2014,2,Central NY,Onondaga,Adult,Partial Hospitalization,59683,0,0,0
2014,2,Central NY,Onondaga,Adult,Personalized Recovery Oriented Services,59683,560,2624,1800575
2014,2,Central NY,Onondaga,Adult,Psych Inpatient 28,59683,868,13077,6840792
2014,2,Central NY,Onondaga,Adult,Psych Inpatient 31,59683,0,0,0
2014,2,Central NY,Onondaga,Adult,"Targeted Case Management (ICM, BCM, SCM)",59683,38,89,90424
2014,2,Central NY,Onondaga,Child,Community Residence,47930,21,104,860629
2014,2,Central NY,Onondaga,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",47930,310,526,502421
2014,2,Central NY,Onondaga,Child,Home and Community Based Services Waiver (HCBS),47930,77,470,1342823
2014,2,Central NY,Onondaga,Child,MH Emergency,47930,660,1046,537440
2014,2,Central NY,Onondaga,Child,OMH Children's Day Treatment,47930,91,9846,923480
2014,2,Central NY,Onondaga,Child,OMH Licensed Clinic Treatment,47930,2773,37052,4768869
2014,2,Central NY,Onondaga,Child,Partial Hospitalization,47930,0,0,0
2014,2,Central NY,Onondaga,Child,Psych Inpatient 28,47930,108,587,384631
2014,2,Central NY,Onondaga,Child,Psych Inpatient 31,47930,0,0,0
2014,2,Central NY,Onondaga,Child,Psych Inpatient SPC,47930,72,1930,2568713
2014,2,Central NY,Onondaga,Child,Residential Treatment Facility,47930,0,0,0
2014,2,Central NY,Onondaga,Child,"Targeted Case Management (ICM, BCM, SCM)",47930,122,792,432888
2014,2,Central NY,Onondaga,Senior,Assertive Community Treatment,8749,0,0,0
2014,2,Central NY,Onondaga,Senior,Community Residence,8749,0,0,0
2014,2,Central NY,Onondaga,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",8749,35,73,25172
2014,2,Central NY,Onondaga,Senior,MH Emergency,8749,86,166,12617
2014,2,Central NY,Onondaga,Senior,OMH Licensed Clinic Treatment,8749,144,1387,122694
2014,2,Central NY,Onondaga,Senior,OMH Prepaid Mental Health Plan,8749,104,1032,953884
2014,2,Central NY,Onondaga,Senior,Personalized Recovery Oriented Services,8749,0,0,0
2014,2,Central NY,Onondaga,Senior,Psych Inpatient 28,8749,48,1022,167936
2014,2,Central NY,Onondaga,Senior,Psych Inpatient SPC,8749,0,0,0
2014,2,Central NY,Onondaga,Senior,"Targeted Case Management (ICM, BCM, SCM)",8749,0,0,0
2014,2,Central NY,Oswego,Adult,Assertive Community Treatment,17343,49,464,695838
2014,2,Central NY,Oswego,Adult,Community Residence,17343,41,322,806403
2014,2,Central NY,Oswego,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",17343,41,66,41781
2014,2,Central NY,Oswego,Adult,MH Emergency,17343,502,821,202910
2014,2,Central NY,Oswego,Adult,OMH Licensed Clinic Treatment,17343,1645,14975,1369958
2014,2,Central NY,Oswego,Adult,OMH Prepaid Mental Health Plan,17343,0,0,0
2014,2,Central NY,Oswego,Adult,Partial Hospitalization,17343,0,0,0
2014,2,Central NY,Oswego,Adult,Personalized Recovery Oriented Services,17343,0,0,0
2014,2,Central NY,Oswego,Adult,Psych Inpatient 28,17343,380,4930,2541700
2014,2,Central NY,Oswego,Child,Community Residence,13336,0,0,0
2014,2,Central NY,Oswego,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",13336,29,39,35071
2014,2,Central NY,Oswego,Child,Home and Community Based Services Waiver (HCBS),13336,0,0,0
2014,2,Central NY,Oswego,Child,MH Emergency,13336,238,341,91709
2014,2,Central NY,Oswego,Child,OMH Children's Day Treatment,13336,22,2148,195090
2014,2,Central NY,Oswego,Child,OMH Licensed Clinic Treatment,13336,829,10068,1053997
2014,2,Central NY,Oswego,Child,Partial Hospitalization,13336,0,0,0
2014,2,Central NY,Oswego,Child,Psych Inpatient 28,13336,35,318,161390
2014,2,Central NY,Oswego,Child,Psych Inpatient 31,13336,0,0,0
2014,2,Central NY,Oswego,Child,Psych Inpatient SPC,13336,22,360,542584
2014,2,Central NY,Oswego,Child,Residential Treatment Facility,13336,0,0,0
2014,2,Central NY,Oswego,Child,"Targeted Case Management (ICM, BCM, SCM)",13336,50,387,214956
2014,2,Central NY,Oswego,Senior,Assertive Community Treatment,2064,0,0,0
2014,2,Central NY,Oswego,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",2064,0,0,0
2014,2,Central NY,Oswego,Senior,MH Emergency,2064,0,0,0
2014,2,Central NY,Oswego,Senior,OMH Licensed Clinic Treatment,2064,75,489,22766
2014,2,Central NY,Oswego,Senior,OMH Prepaid Mental Health Plan,2064,0,0,0
2014,2,Central NY,Oswego,Senior,Psych Inpatient 28,2064,0,0,0
2014,2,Central NY,Otsego,Adult,Community Residence,6701,0,0,0
2014,2,Central NY,Otsego,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",6701,0,0,0
2014,2,Central NY,Otsego,Adult,MH Emergency,6701,193,300,47038
2014,2,Central NY,Otsego,Adult,OMH Licensed Clinic Treatment,6701,776,4032,461018
2014,2,Central NY,Otsego,Adult,OMH Prepaid Mental Health Plan,6701,0,0,0
2014,2,Central NY,Otsego,Adult,Personalized Recovery Oriented Services,6701,0,0,0
2014,2,Central NY,Otsego,Adult,Psych Inpatient 28,6701,95,909,498587
2014,2,Central NY,Otsego,Adult,Psych Inpatient 31,6701,0,0,0
2014,2,Central NY,Otsego,Adult,"Targeted Case Management (ICM, BCM, SCM)",6701,39,145,66613
2014,2,Central NY,Otsego,Child,Community Residence,4565,0,0,0
2014,2,Central NY,Otsego,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",4565,0,0,0
2014,2,Central NY,Otsego,Child,Home and Community Based Services Waiver (HCBS),4565,20,131,338345
2014,2,Central NY,Otsego,Child,MH Emergency,4565,79,115,24676
2014,2,Central NY,Otsego,Child,OMH Children's Day Treatment,4565,0,0,0
2014,2,Central NY,Otsego,Child,OMH Licensed Clinic Treatment,4565,415,2209,312282
2014,2,Central NY,Otsego,Child,Psych Inpatient 28,4565,0,0,0
2014,2,Central NY,Otsego,Child,Psych Inpatient 31,4565,0,0,0
2014,2,Central NY,Otsego,Child,Psych Inpatient SPC,4565,0,0,0
2014,2,Central NY,Otsego,Child,Residential Treatment Facility,4565,0,0,0
2014,2,Central NY,Otsego,Child,"Targeted Case Management (ICM, BCM, SCM)",4565,0,0,0
2014,2,Central NY,Otsego,Senior,Community Residence,1333,0,0,0
2014,2,Central NY,Otsego,Senior,MH Emergency,1333,0,0,0
2014,2,Central NY,Otsego,Senior,OMH Licensed Clinic Treatment,1333,0,0,0
2014,2,Central NY,Otsego,Senior,Psych Inpatient 28,1333,0,0,0
2014,2,Central NY,Otsego,Senior,"Targeted Case Management (ICM, BCM, SCM)",1333,0,0,0
2014,2,Central NY,Saint Lawrence,Adult,Assertive Community Treatment,15033,53,461,655056
2014,2,Central NY,Saint Lawrence,Adult,Community Residence,15033,47,316,746217
2014,2,Central NY,Saint Lawrence,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",15033,0,0,0
2014,2,Central NY,Saint Lawrence,Adult,MH Emergency,15033,625,1080,156783
2014,2,Central NY,Saint Lawrence,Adult,OMH Licensed Clinic Treatment,15033,1100,7084,1139366
2014,2,Central NY,Saint Lawrence,Adult,OMH Prepaid Mental Health Plan,15033,666,6176,5715612
2014,2,Central NY,Saint Lawrence,Adult,Partial Hospitalization,15033,0,0,0
2014,2,Central NY,Saint Lawrence,Adult,Personalized Recovery Oriented Services,15033,0,0,0
2014,2,Central NY,Saint Lawrence,Adult,Psych Inpatient 28,15033,330,4509,2376856
2014,2,Central NY,Saint Lawrence,Adult,Psych Inpatient 31,15033,0,0,0
2014,2,Central NY,Saint Lawrence,Adult,"Targeted Case Management (ICM, BCM, SCM)",15033,21,95,96520
2014,2,Central NY,Saint Lawrence,Child,Community Residence,10533,0,0,0
2014,2,Central NY,Saint Lawrence,Child,Home and Community Based Services Waiver (HCBS),10533,34,204,581272
2014,2,Central NY,Saint Lawrence,Child,MH Emergency,10533,274,397,72831
2014,2,Central NY,Saint Lawrence,Child,OMH Children's Day Treatment,10533,21,1653,521641
2014,2,Central NY,Saint Lawrence,Child,OMH Licensed Clinic Treatment,10533,683,4358,860327
2014,2,Central NY,Saint Lawrence,Child,Psych Inpatient 28,10533,24,310,194451
2014,2,Central NY,Saint Lawrence,Child,Psych Inpatient 31,10533,0,0,0
2014,2,Central NY,Saint Lawrence,Child,Psych Inpatient SPC,10533,88,2666,3876375
2014,2,Central NY,Saint Lawrence,Child,Residential Treatment Facility,10533,0,0,0
2014,2,Central NY,Saint Lawrence,Child,"Targeted Case Management (ICM, BCM, SCM)",10533,45,254,142006
2014,2,Central NY,Saint Lawrence,Senior,Assertive Community Treatment,2745,0,0,0
2014,2,Central NY,Saint Lawrence,Senior,Community Residence,2745,0,0,0
2014,2,Central NY,Saint Lawrence,Senior,MH Emergency,2745,26,34,1562
2014,2,Central NY,Saint Lawrence,Senior,OMH Licensed Clinic Treatment,2745,34,194,25999
2014,2,Central NY,Saint Lawrence,Senior,OMH Prepaid Mental Health Plan,2745,45,417,385704
2014,2,Central NY,Saint Lawrence,Senior,Psych Inpatient 28,2745,0,0,0
2014,2,Central NY,Saint Lawrence,Senior,Psych Inpatient SPC,2745,0,0,0
2014,3,Hudson River,Albany,Adult,Assertive Community Treatment,32953,49,348,477136
2014,3,Hudson River,Albany,Adult,Community Residence,32953,293,2765,7404088
2014,3,Hudson River,Albany,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",32953,0,0,0
2014,3,Hudson River,Albany,Adult,Continuing Day Treatment,32953,0,0,0
2014,3,Hudson River,Albany,Adult,MH Emergency,32953,1034,1804,287835
2014,3,Hudson River,Albany,Adult,OMH Licensed Clinic Treatment,32953,2022,23555,2551688
2014,3,Hudson River,Albany,Adult,OMH Prepaid Mental Health Plan,32953,236,2484,2296858
2014,3,Hudson River,Albany,Adult,Partial Hospitalization,32953,37,505,89635
2014,3,Hudson River,Albany,Adult,Personalized Recovery Oriented Services,32953,450,2895,1952455
2014,3,Hudson River,Albany,Adult,Psych Inpatient 28,32953,438,6058,3283103
2014,3,Hudson River,Albany,Adult,Psych Inpatient 31,32953,35,433,398223
2014,3,Hudson River,Albany,Adult,"Targeted Case Management (ICM, BCM, SCM)",32953,30,183,177667
2014,3,Hudson River,Albany,Child,Community Residence,22436,0,0,0
2014,3,Hudson River,Albany,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",22436,0,0,0
2014,3,Hudson River,Albany,Child,Home and Community Based Services Waiver (HCBS),22436,27,210,603670
2014,3,Hudson River,Albany,Child,MH Emergency,22436,297,445,88269
2014,3,Hudson River,Albany,Child,OMH Children's Day Treatment,22436,68,7660,711867
2014,3,Hudson River,Albany,Child,OMH Licensed Clinic Treatment,22436,943,9236,1344691
2014,3,Hudson River,Albany,Child,Partial Hospitalization,22436,0,0,0
2014,3,Hudson River,Albany,Child,Psych Inpatient 28,22436,83,962,677483
2014,3,Hudson River,Albany,Child,Psych Inpatient 31,22436,81,1404,1199096
2014,3,Hudson River,Albany,Child,Psych Inpatient SPC,22436,0,0,0
2014,3,Hudson River,Albany,Child,Residential Treatment Facility,22436,0,0,0
2014,3,Hudson River,Albany,Child,"Targeted Case Management (ICM, BCM, SCM)",22436,68,425,246913
2014,3,Hudson River,Albany,Senior,Assertive Community Treatment,5589,0,0,0
2014,3,Hudson River,Albany,Senior,Community Residence,5589,21,196,545841
2014,3,Hudson River,Albany,Senior,MH Emergency,5589,40,60,4140
2014,3,Hudson River,Albany,Senior,OMH Licensed Clinic Treatment,5589,98,864,82674
2014,3,Hudson River,Albany,Senior,OMH Prepaid Mental Health Plan,5589,40,389,359568
2014,3,Hudson River,Albany,Senior,Personalized Recovery Oriented Services,5589,0,0,0
2014,3,Hudson River,Albany,Senior,Psych Inpatient 28,5589,24,448,44575
2014,3,Hudson River,Albany,Senior,Psych Inpatient SPC,5589,0,0,0
2014,3,Hudson River,Albany,Senior,"Targeted Case Management (ICM, BCM, SCM)",5589,0,0,0
2014,3,Hudson River,Columbia,Adult,Community Residence,7274,57,482,1339366
2014,3,Hudson River,Columbia,Adult,Continuing Day Treatment,7274,0,0,0
2014,3,Hudson River,Columbia,Adult,MH Emergency,7274,256,442,63602
2014,3,Hudson River,Columbia,Adult,OMH Licensed Clinic Treatment,7274,943,11265,1560768
2014,3,Hudson River,Columbia,Adult,OMH Prepaid Mental Health Plan,7274,0,0,0
2014,3,Hudson River,Columbia,Adult,Partial Hospitalization,7274,0,0,0
2014,3,Hudson River,Columbia,Adult,Personalized Recovery Oriented Services,7274,110,844,697992
2014,3,Hudson River,Columbia,Adult,Psych Inpatient 28,7274,131,1884,983459
2014,3,Hudson River,Columbia,Adult,Psych Inpatient 31,7274,0,0,0
2014,3,Hudson River,Columbia,Adult,"Targeted Case Management (ICM, BCM, SCM)",7274,0,0,0
2014,3,Hudson River,Columbia,Child,Community Residence,5044,0,0,0
2014,3,Hudson River,Columbia,Child,Home and Community Based Services Waiver (HCBS),5044,29,207,626615
2014,3,Hudson River,Columbia,Child,MH Emergency,5044,81,159,29270
2014,3,Hudson River,Columbia,Child,OMH Children's Day Treatment,5044,21,1819,166293
2014,3,Hudson River,Columbia,Child,OMH Licensed Clinic Treatment,5044,393,4415,756367
2014,3,Hudson River,Columbia,Child,Partial Hospitalization,5044,0,0,0
2014,3,Hudson River,Columbia,Child,Psych Inpatient 28,5044,26,498,369648
2014,3,Hudson River,Columbia,Child,Psych Inpatient 31,5044,25,428,364322
2014,3,Hudson River,Columbia,Child,Psych Inpatient SPC,5044,0,0,0
2014,3,Hudson River,Columbia,Child,"Targeted Case Management (ICM, BCM, SCM)",5044,42,364,198638
2014,3,Hudson River,Columbia,Senior,Community Residence,1403,0,0,0
2014,3,Hudson River,Columbia,Senior,MH Emergency,1403,0,0,0
2014,3,Hudson River,Columbia,Senior,OMH Licensed Clinic Treatment,1403,30,447,45505
2014,3,Hudson River,Columbia,Senior,Personalized Recovery Oriented Services,1403,0,0,0
2014,3,Hudson River,Columbia,Senior,Psych Inpatient 28,1403,0,0,0
2014,3,Hudson River,Columbia,Senior,Psych Inpatient 31,1403,0,0,0
2014,3,Hudson River,Dutchess,Adult,Assertive Community Treatment,25772,54,486,602732
2014,3,Hudson River,Dutchess,Adult,Community Residence,25772,110,864,2354914
2014,3,Hudson River,Dutchess,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",25772,0,0,0
2014,3,Hudson River,Dutchess,Adult,Continuing Day Treatment,25772,0,0,0
2014,3,Hudson River,Dutchess,Adult,MH Emergency,25772,1266,2675,350780
2014,3,Hudson River,Dutchess,Adult,OMH Licensed Clinic Treatment,25772,2872,30267,3736732
2014,3,Hudson River,Dutchess,Adult,OMH Prepaid Mental Health Plan,25772,93,756,697872
2014,3,Hudson River,Dutchess,Adult,Partial Hospitalization,25772,219,1684,188628
2014,3,Hudson River,Dutchess,Adult,Personalized Recovery Oriented Services,25772,472,3598,2636769
